id,topic,question,answer,commands,source,timestamp
19,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
20,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
21,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
22,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
23,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
24,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
25,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
26,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
27,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
28,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
29,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
30,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
31,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
32,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
33,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
34,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
35,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
36,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
37,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
38,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
39,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
40,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
41,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
42,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
43,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
44,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
45,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
46,Git,What is the difference between git pull and git fetch?,git fetch downloads changes from the remote repository but does not merge them into your current branch. git pull downloads changes and automatically merges them into your current branch. git pull = git fetch + git merge.,"git fetch origin
git pull origin main
git merge origin/main",https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,2025-06-18T15:50:10.575797
47,Git,How do you create and switch to a new branch in Git?,"You can create a new branch using git branch <branch-name> and then switch to it using git checkout <branch-name>. Alternatively, you can do both in one command using git checkout -b <branch-name>.","git branch feature-branch
git checkout feature-branch
git checkout -b feature-branch",https://stackoverflow.com/questions/1394797/how-to-create-a-branch-in-git,2025-06-18T15:50:10.575797
48,Git,How do you undo the last commit in Git?,"To undo the last commit while keeping changes staged, use git reset --soft HEAD~1. To undo and unstage changes, use git reset HEAD~1. To completely remove the commit and changes, use git reset --hard HEAD~1.","git reset --soft HEAD~1
git reset HEAD~1
git reset --hard HEAD~1",https://stackoverflow.com/questions/927358/how-to-undo-the-most-recent-commits-in-git,2025-06-18T15:50:10.575797
49,Git,How do you resolve merge conflicts in Git?,"When a merge conflict occurs, Git marks the conflicted areas in the files. You need to manually edit the files to resolve conflicts, then add and commit the resolved files.","git status
git add conflicted-file.txt
git commit -m ""Resolve merge conflict""",https://stackoverflow.com/questions/161813/how-to-resolve-merge-conflicts-in-git,2025-06-18T15:50:10.575797
50,Git,How do you revert a commit that has already been pushed?,Use git revert to create a new commit that undoes the changes from a previous commit. This is safer than git reset when the commit has been shared.,"git revert <commit-hash>
git revert HEAD",https://stackoverflow.com/questions/1270514/undoing-a-git-push,2025-06-18T15:50:10.575797
51,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
52,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
53,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
54,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
55,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
56,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
57,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
58,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
59,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
60,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
61,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
62,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
63,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
64,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
65,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
66,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
67,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
68,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
69,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
70,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
71,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
72,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
73,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
74,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
75,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
76,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
77,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
78,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
79,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
80,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
81,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
82,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
83,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
84,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
85,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
86,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
87,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
88,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
89,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
90,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
91,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
